,context_segment_text,page_level_lookup_index,batch
1022,"However, if the current highest bidder is from another country you can't limit the region.",180,3
1023,Combined shipping,180,3
1024,Most seller on Tradera offers combined shipping. Our recommendation when you've purchased several items from the same seller is to contact them before paying to check if combined shipping is something they offer and how to proceed. ,180,4
1025,"We are currently working on a combined shipping improvement, more information will be available once we are close to launch.",180,4
1026,Shipping FAQ,180,4
1027,"The seller is charging more for the shipping then what's specified in the listing, is this allowed? ",180,4
1028,"The shipping cost should be the same as the one stated in the listing, however if you have an agreement with the seller to use a different shipping provider or if there are additional changes to the shipping agreement the seller is allowed to change the cost. In cases like this its up to both involved parties to reach an agreement. ",180,4
1029,You can read more about our shipping rules here.,180,4
1030,"The item broke or was lost in transit, who is responsible for contacting the shipping company?",180,4
1031,"This varies from company to company, check the shipping company that you used for the parcel to read more on what rules applies and who should contact them.",180,4
1032,"The buyer wants to change the delivery address, how do I go about changing it?",180,4
1033,To make sure that your seller protection is unaffected you will need to ship the parcel to the address that's listed at Tradera. The buyer can change the address temporary in My Tradera before the booking. ,180,4
1034,Nedstängd annons - Tradera,181,4
1035,Min annons blev nedstängd,181,4
1036,"Vi granskar kontinuerligt annonser på sajten för att säkerställa att det som säljs på Tradera inte bryter mot några lagar eller mot våra egna regler. Vissa regler är baserad på att alla ska kunna trivas på sajten och vissa regler bygger på att man behöver specialtillstånd för att frakta, äga eller sälja produkten. ",181,4
1037,Varför blev min annons nedstängd?,181,4
1038,När säkerhetsavdelningen granskade din annons så såg vi något som antingen bryter mot en av våra regler eller så var det inte tydligt nog att annonsen är i enlighet med våra regler.,181,4
1039,"Vi skickar alltid ett mail om vilken regel det är som annonsen bryter mot, exemplen i dessa mail är generella så anledningen till att din annons blev nedstängd är inte nödvändigtvis med i listan över exempel i mailet. Ett tips är att gå in och läsa på vår regelsida där vi går in mer i detalj kring vad regeln är till för att motverka.",181,4
1040,"Det finns andra annonser som bryter mot samma regel, varför har ni inte stängt dessa?",181,4
1041,"Ibland beror det på att vi inte hunnit se denna annons än, du kan alltid hjälpa oss genom att anmäla annonsen.",181,4
1042,"Det kan också handla om att vi begärt in exempelvis ett kvitto för att påvisa att varan är äkta, eller att de genom förtydliganden i annonstexten visar att de inte bryter mot regeln (se exemplet under alkohol nedan).",181,4
